Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,San Antonio Spurs*,82,240.3,35.7,81.8,.436,6.6,19.9,.331,29.1,61.9,.470,14.9,19.6,.758,9.1,31.4,40.5,20.8,7.2,3.9,14.8,19.5,92.9
2,Utah Jazz,82,243.4,35.6,79.9,.446,7.9,22.2,.357,27.7,57.7,.480,16.8,22.5,.746,9.3,30.8,40.1,19.1,8.0,4.7,14.0,19.9,95.9
3,Toronto Raptors*,82,241.2,36.5,82.1,.444,8.7,23.4,.373,27.7,58.7,.473,16.5,22.1,.748,9.5,31.2,40.8,21.7,6.5,5.4,13.3,22.0,98.2
4,Cleveland Cavaliers*,82,242.1,36.8,82.1,.448,7.9,22.7,.347,28.9,59.4,.487,16.8,22.6,.743,9.3,31.8,41.0,21.4,7.2,4.4,13.3,20.6,98.3
5,Miami Heat*,82,241.8,37.2,84.3,.442,7.4,21.2,.347,29.9,63.1,.474,16.5,21.5,.770,9.8,31.5,41.3,20.2,7.5,4.1,12.9,19.6,98.4
6,Atlanta Hawks*,82,241.8,37.1,86.1,.432,8.3,24.5,.338,28.9,61.6,.469,16.7,22.1,.755,11.5,35.0,46.5,22.0,8.6,5.0,16.1,18.3,99.2
7,Los Angeles Clippers*,82,241.8,36.8,84.7,.434,7.9,23.3,.338,28.9,61.4,.471,18.8,25.1,.751,11.8,34.9,46.7,21.2,7.1,3.2,15.4,22.5,100.2
8,Indiana Pacers*,82,242.4,37.4,84.9,.440,8.3,24.8,.334,29.1,60.1,.484,17.4,23.2,.751,10.7,33.8,44.5,20.8,7.7,4.5,15.8,20.4,100.5
9,Charlotte Hornets*,82,242.1,37.8,85.0,.444,8.9,25.4,.349,28.9,59.6,.485,16.3,21.2,.769,8.9,35.8,44.7,23.2,6.7,5.5,13.5,20.4,100.7
10,New York Knicks,82,241.5,38.0,85.8,.443,7.6,22.4,.341,30.3,63.4,.479,17.5,23.2,.754,10.9,33.3,44.2,20.8,7.2,4.2,11.3,18.5,101.1
11,Memphis Grizzlies*,82,241.8,35.9,78.8,.456,9.7,26.6,.365,26.2,52.1,.503,19.7,25.7,.768,10.1,33.1,43.2,21.9,7.0,5.7,16.2,21.1,101.3
12,Detroit Pistons*,82,242.4,38.8,84.2,.461,7.3,20.5,.355,31.5,63.7,.495,16.5,21.0,.783,8.8,33.7,42.5,21.5,7.1,4.5,13.4,21.6,101.4
13,Boston Celtics*,82,241.2,37.5,85.0,.441,7.8,23.3,.336,29.7,61.7,.481,19.7,26.0,.755,11.4,34.6,46.0,20.9,7.6,5.5,16.4,21.0,102.5
